data\F001_055.wav	ئۇنى تەپ تارتماي مۇشۇنداق ئىشنى قىلىدۇ دەپ ھەرگىز ئويلىماپتىكەنمەن 
data\F001_056.wav	سىڭلىم ئويلىمىغان يەردىن ئاپامنىڭ سوئالىغا جاۋابمۇ بەرمەستىن ئۆز بېشىمچىلىق قىلىپ كېتىپ قالدى 
data\F001_057.wav	مەكتەپ دەرۋازىسى ئالدىدا نۇرغۇن ئادەم توپلاشقانىدى 
data\F001_058.wav	مەن سوتسىيالىستىك چوڭ ئائىلىدە ياشاشنى ئىنتايىن بەختلىك ئىش دەپ بىلىمەن 
data\F001_059.wav	ئاپام مېنى بۇ يىل يازلىق تەتىلدە ئۈرۈمچىگە ساياھەتكە ئاپارماقچى بولدى 
data\F001_060.wav	دېڭىز يۈزىنىڭ ئوتتۇرىچە ئېگىزلىكىنى ئۆلچەم قىلغان ئېگىزلىك مۇتلەق ئېگىزلىكتۇر 
data\F001_061.wav	سائەت ماياتنىكى تەكشى ئاۋاز چىقارماقتا 
data\F001_062.wav	سەن بۇ ئىشنى ياخشىراق ئويلانغىن 
data\F001_063.wav	ئۆيىمىزدە بىر ئوماق مۈشۈك باقتۇق 
data\F001_064.wav	بىز دۆلەت ئىچى ۋە سىرتىدىكى ئىتتىپاقلىشىش ئىمكانىيىتى بولغانلىكى كۈچلەرنىڭ ھەممىسى بىلەن ئىتتىپاقلىشىشىمىز لازىم 
data\F001_065.wav	ئىجتىمائىي ئەخلاققا رىئايە قىلمىغان ئادەم تولىمۇ يىرگىنچلىكتۇر 
data\F001_066.wav	ئوقۇتقۇچىنىڭ قولى بوشىغاندا ئاندىن سورايلى 
data\F001_067.wav	بۇ قوراللىق ساقچى جەڭچىسى تازىمۇ بەستلىك ئىكەن 
data\F001_068.wav	بىز پارتىيە خەلققە سەمىمىي ساداقەتمەن بولۇشىمىز لازىم 
data\F001_069.wav	ئۇ ئىنتايىن ياۋاش ئەزەلدىن باشقىلار بىلەن جېدەللەشمەيدۇ 
data\F001_070.wav	سەن رازى بولساڭلا بولدى مەن ئازراق رىيازەت چەكسەممۇ كارى چاغلىق 
data\F001_071.wav	بىلىم ئاز ئازدىن توپلىنىدۇ 
data\F001_072.wav	ئۇ ماڭا سوغۇققىنا بىر قاراپ قويدى 
data\F001_073.wav	تېكىستنى باغلاشتۇرۇپ ئوقۇش ئۈزۈلدۈرمەسلىك كېرەك 
data\F001_074.wav	نەنپۇ چوڭ كۆۋرۈكى خۇاڭپۇجياڭنىڭ شەرقى بىلەن غەربىنى تۇتاشتۇرۇپ تۇرىدۇ 
data\F002_001.wav	بۇ دەز تاختاينىڭ ئوتتۇرىسىدا ئىكەن 
data\F002_002.wav	زېمىننى قويۇق تۇمان قاپلاپ ھېچنىمىنى پەرق ئەتكىلى بولمايتتى 
data\F002_003.wav	ئۆزۈڭ قىلالايدىغان ئىشنى ئىمكانقەدەر ئۆزۈڭ ئىشلە باشقىلارنى ئاۋارە قىلما 
data\F002_005.wav	گۈمۈرۈلگەن لاي تۇپراق تاغ ئېتىكىدىكى تاشيولنى كۆمۈۋەتتى 
data\F002_006.wav	مەن يازلىق تەتىلدە ماتېماتىكىنى قېتىرقىنىپ ئۆگەنمەكچىمەن 
data\F002_007.wav	باشقىلارنىڭ تەلىپىنى قاندۇرۇپ قىيىنچىلىقىنى ھەل قىلىپ بېرىشمۇ كۆڭۈللۈك ئىشتۇر 
data\F002_008.wav	خېرىدارلارغا زىيان يەتكۈزىدىغان ئاتالمىش ئېسىل مەھسۇلاتلار ئەسلىي ئېسىل دەپ كۆرسىتىلگەن ساختا مەھسۇلاتلار ئىكەن 
data\F002_009.wav	ئىلىم پەن خىزمىتى بويىچە قېدىرىپ تەكشۈرگۈچىلەر ئىنسان ئايىغى باسمىغان قۇملۇققا خەتەرگە قارىماي ئىچكىرىلەپ كىردى 
data\F002_010.wav	ئوقۇتقۇچىنىڭ بۇ سۆزلىرى كۆپچىلىكنى گاڭگىراشتىن خالاس قىلدى 
data\F002_011.wav	جىنايەتچىلەرنىڭ چىرايلىق گەپلىرى سالماق زېرەك جامائەت خەۋپسىزلىكى ساقچىلىرىنى قايمۇقتۇرالمايدۇ 
data\F002_012.wav	دەريا يۈزىنى تۇمان قاپلاپ كەتكەچكە كېمىلەر توختاشقا مەجبۇر بولدى 
data\F002_013.wav	بىردەمنىڭ ئىچىدە جاھاننى قارا بۇلۇت قاپلاپ يامغۇر چېلەكلەپ قۇيغاندەك تۆكۈۋەتتى 
data\F002_014.wav	ھۆسن تۈزەتكەندىن كېيىن ئۇنىڭ چىرايى خېلى ياخشى بولۇپ قالدى 
data\F002_015.wav	يېڭى دەۋرگە قەدەم قويغاندىن بۇيان ۋەتىنىمىزنىڭ قىياپىتىدە ئىنتايىن زور ئۆزگىرىشلەر بولدى 
data\F002_016.wav	جاپالىق مۇھىتتا چېنىقتۇرۇشمۇ تالانت ئىگىلىرىنى يېتىلدۈرۈشىنىڭ بىر خىل يولى 
data\F002_017.wav	ئېلاندىكى خەتلەر تۇتۇقلىشىپ كېتىپتۇ 
data\F002_018.wav	ھەق ناھاقنى ھەرگىز ئارىلاشتۇرۇۋەتمەسلىك كېرەك 
data\F002_019.wav	ئۇنىڭ ئوقى نىشانغا تەگدى 
data\F002_020.wav	بىزنىڭ ئۆيگە كېلىشىڭ ئاسان ئەمەس ئىككىمىز بۈگۈن ئوبدان پاراڭلىشايلى 
data\F002_021.wav	ئۇ ئادەتتە تىرىشىپ ئۆگىنىدىكەن نەتىجىسىنىڭ ياخشى بولۇشىدىن ئەجەبلەنمىسەكمۇ بولغۇدەك 
data\F002_022.wav	كونا جەمئىيەتتە ئەمگەكچى خەلقنىڭ كۈن ئالمىقى تەس ئىدى 
data\F002_023.wav	بۇ قېتىمقى ساياھەتتە كىشىدە ئۇنتۇلغۇسىز تەسىر قالدۇرغىنى ھەيۋەتلىك سەددىچىن سېپىلى بولدى 
data\F002_024.wav	ئۇ سۆزىدە كىشىلەر كۆڭۈل بۆلۈۋاتقان مەزمۇنغا بېرىپ تاقالدى 
data\F002_025.wav	بۇ خىزمەتنى ئوسمانغا تاپشۇرايلى ئۇ سالماق قابىلىيەتلىك بۇ خىزمەتنى چوقۇم ياخشى ئىشلىيەلەيدۇ 
data\F002_026.wav	جاھانگىرلارنىڭ تاجاۋۇزچىلىقى جۇڭگو خەلقنىڭ تاجاۋۇزچىلىققا قارشى غەزەپ ئوتىنى تۇتاشتۇردى 
data\F002_027.wav	ساقچى كالتىكى ئېسىۋالغان چارلاش ساقچىلىرى چوڭ كوچىنى كېچە كۈندۈز چارلاپ يۈرىدۇ 
data\F002_028.wav	مېنىڭ ئىتتىپاققا كىرىش ئىلتىماسىم ئىتتىپاق كومىتېتى تەرىپىدىن تەستىقلاندى 
data\F002_029.wav	بۇ زاۋۇت بەك چەتتە بولغاچقا ئىشچى خىزمەتچىلەرنىڭ ئىشقا بېرىپ كېلىشىگە تولىمۇ قۇلايسىز ئىكەن 
data\F002_030.wav	بىردەم ساقلاڭ قورۇما ھازىرلا تەييار بولىدۇ 
data\F002_031.wav	كەلكۈندىن كېيىن دەريادا دەرەخ شاخلىرى لاۋا لاتقا ۋە تاختايلار لەيلەپ يۈرەتتى 
data\F002_032.wav	ئۇنىڭ جان پىدالىق بىلەن خىزمەت قىلىش روھى مەڭگۈ ئۆگىنىشىمىزگە ئەرزىيدۇ 
data\F002_033.wav	مەن ئادەتتە چۈشلۈك تاماققا ئۆيگە بارمايمەن 
data\F002_034.wav	ئالاقىدار كېلىشىملەرنى بۇزىدىغان ئىشلارنى قىلمىغىنىڭلار ياخشى 
data\F002_035.wav	كېۋەز غوزىسى پىشقاندا پوستى يېرىلىدۇ 
data\F002_036.wav	ئۇلار ئوتتۇرىسىدىكى دوستانە مۇناسىۋەت شۇنىڭدىن ئېتىبارەن بۇزۇلدى 
data\F002_037.wav	ۋەتەن ۋە خەلق ياش ئەۋلادلاردىن ئىنتايىن زور ئۈمىد كۈتمەكتە 
data\F002_038.wav	جاڭ مۇئەللىم ئادەتتە قاتتىق قولدەك قىلغان بىلەن ئەمەلىيەتتە ئىنتايىن ئاق كۆڭۈل ئادەم 
data\F002_039.wav	بېلىقنىڭ لەيلىگۈچىگە تايىنىپ لەيلىشى ۋە چۆكۈشى كىشىلەرنىڭ سۇ ئاستى كېمىسىنى ئىجاد قىلىشىغا ئىلھام بولغان 
data\F002_040.wav	لېنىن بىر ئەپچىل چارە بىلەن ھەسەل ھەرىسى باققۇچىنىڭ ئۆيىنى تېزلا تېپىۋالدى 
data\F002_041.wav	كۆل سۈيى سۈپسۈزۈك بولۇپ توپ توپ بېلىقلار ئۇياقتىن بۇياققا ئۈزۈشۈپ يۈرىدۇ 
data\F002_042.wav	مەن رەھبەرلىكتىن خىزمەتلەر ھەققىدە دائىم يوليورۇق سورايمەن 
data\F002_043.wav	دۈشمەنگە باش ئەگكەنلىك ئىنقىلابقا ئاسىيلىق قىلغانلىقتۇر 
data\F002_044.wav	كونا شەھەر رايونىنى ئۆزگەرتىشكە خېلى كۆپ مەبلەغ كەملىك قىلىدۇ 
data\F002_045.wav	قىزىل ئارمىيە ئادەمزاتسىز كەڭ ئوتلاقتا كېتىپ باراتتى 
data\F002_046.wav	مېنىڭ تاقىتىم چەكلىك 
data\F002_047.wav	مۇئەللىم بىزگە تازلىق ۋەزىپىسى ئورۇنلاشتۇردى 
data\F002_048.wav	زاۋۇت باشلىقى مەشغۇلات ۋاقتىنى ئۆز ئالدىغا ئۆزگەرتمەسلىك كېرەكلىكىنى قايتا قايتا تەكىتلىدى 
data\F002_049.wav	سەي تۇزسىزراق بولسۇن تۈزنى ئازراق سالغىن 
data\F002_050.wav	بۇ بىر يۈرۈش يېڭى كىيىمنى كىيىشكە مومامنىڭ كۆزى قىيماي كەلدى 
data\F002_051.wav	ئۇنىڭ يۇرتىغا چوڭقۇر مۇھەببىتى بار 
data\F002_052.wav	كۈرەشنىڭ چوڭقۇرلىشىشىغا ئەگىشىپ مۇقەررەر ھالدا نۇرغۇنلىغان يېڭى زىددىيەتلەر بارلىققا كېلىدۇ 
data\F002_053.wav	مۇئەللىم بۇ مەسىلە ھەققىدە چوڭقۇر تەھلىل يۈرگۈزدى 
data\F002_054.wav	ئوت چۆپلەردىكى شەبنەم تامچىلىرى پۇچقاقلىرىمنى ھۆل قىلىۋەتتى 
data\F002_055.wav	بۇ بىر مەيدان پۇتبول مۇسابىقىسىدە ئا كوماندا ئۇتتۇرۇپ قويدى 
data\F002_057.wav	تەنتەربىيە ئوقۇتقۇچىسى قوش تورنىكتا پۇتنى ئىككى ياققا كېرىپ ئولتۇرۇش ھەرىكىتىدىن ئۈلگە كۆرسەتتى 
data\F002_058.wav	سىلەر پاكىتن ئوتتۇرىغا قويۇشۇڭلار داۋلى سۆزلىشىڭلار لازىم 
data\F002_059.wav	قەرز بەرگەن پۇلنى ياندۇرۇۋېلىش كېرەك 
data\F002_060.wav	ئوقۇتقۇچى ئۆز پىكرىدە يېنىۋالدى 
data\F002_061.wav	ھېلىقى يايمىچى دائىم نەيرەڭ ئىشلىتىپ خېرىدارلارنى ئالدايدۇ 
data\F003_001.wav	بۇ گېنېرالنى جەڭچىلەر بەك ھۆرمەتلەيدۇ 
data\F003_002.wav	ھەممىمىز ئاشلىقنى قەدىرلەيلى 
data\F003_003.wav	جۇڭگو خەلقى تۆتنى زامانىۋىلاشتۇرۇش نىشانىغا قاراپ مەردانىلىك بىلەن ئالغا باسماقتا 
data\F003_004.wav	ئۇنىڭ يول ماڭغاندا خۇددى ئەتراپىدا ئادەم يوقتەك كۆكرىكىنى كېرىپ چوڭ قەدەم تاشلاپ ماڭىدىغان ئادىتى بار 
data\F003_005.wav	بۇ گۇرۇپپىدا ئۆزئارا ياردەم بېرىش بىر خىل كەيپىياتقا ئايلاندى 
data\F003_006.wav	بۇ قوي پادىسىنى ئۇلار جېنىدىنمۇ ئەزىز كۆرىدۇ 
data\F003_007.wav	ئۇستاز ھۈنىرىنى قىلچە ئېلىپ قالماي شاگىرتىغا ئۆگىتىپ قويدى 
data\F003_008.wav	ۋەتەننى قوغداش ھەربىر پۇقرانىڭ مۇقەددەس بۇرچى 
data\F003_009.wav	تەكشۈرۈش گۇرۇپپىسىنىڭ چوڭقۇرلاپ تەكشۈرۈشى بىلەن ئۇنىڭ ئەتكەسچىلىك قىلمىشى ئۈزۈل كېسىل پاش قىلىندى 
data\F003_010.wav	ئىرادىسىز ئادەمنىڭ كەسىپتە زور مۇۋەپپەقىيەت قازىنىشى مۇمكىن ئەمەس 
data\F003_011.wav	قار قېلىن يېغىپ يېزا چىغىر يولىنى كۆمۈۋەتكەچكە يولنى پەرق ئەتمەك ئىنتايىن تەس بولۇپ قالدى 
data\F003_013.wav	قوشنىلارنىڭ يول يۈرۈشىگە قۇلايلىق بولۇشى ئۈچۈن ئۇ ئىشىك تۈۋىدىكى چىرىغىنى كۈندە كەچتە ياندۇرۇپ قويدى 
data\F003_014.wav	بىز مەركىزىي خەلق رادىئو ئىستانسىسى ئاڭلاتقان خەۋەرلەرنى ھەر كۈنى ئاڭلايمىز 
data\F003_015.wav	ئازادلىقتىن ئىلگىرى ئۇلارنىڭ ئائىلىسى پومېشچىكنىڭ ئېكسپىلاتاتسىيە قىلىشىنىڭ دەردىنى يەتكۈچە تارتقان 
data\F003_016.wav	ئۇ ۋەتەن ئۈچۈن خەلق ئۈچۈن ئۆچمەس تۆھپە ياراتتى 
data\F003_017.wav	قىياسىمچە ئۇ بۈگۈن كەلمەيدۇ 
data\F003_018.wav	دۆلەت بايرىمىنى قارشى ئېلىش ئۈچۈن ھۆرمەت قاراۋۇلى ئەترىتىدىكىلەر كۆپ قېتىم مەشق قىلدى 
data\F003_019.wav	ئۇ لايىھىلەش ئېلىپ بارغاندا ھامان ئۆزى ئىنچىكىلىك بىلەن ئۆلچەيدۇ ۋە ھېسابلايدۇ 
data\F003_020.wav	بۇ ئوغرىلار كۈندۈزى پىلانلاپ كېچىسى ئوغرىلىق قىلىدۇ 
data\F003_021.wav	ئائىلىمىزنىڭ ئائىلەڭلەرگە بولغان ئادەمگەرچىلىك قەرزىنى ئۆمۈر بويى قايتۇرۇپ بولالمايمىز 
data\F003_022.wav	مەن دائىم باغچىغا بېرىپ بەدەن چېنىقتۇرىمەن 
data\F003_023.wav	باشقىلارنى مەسخىرە قىلىش ۋە باشقىلارغا تەنە گەپ قىلىش ئۇنىڭ ئەڭ چوڭ كەمچىلىكىدۇر 
data\F003_024.wav	ئۇ بىزنىڭ تونۇشتۇرۇشىمىزنى ئاڭلىغاندىن كېيىن جىمىپ كەتتى 
data\F003_025.wav	ئۇنىڭ ئىدىيە جەھەتتىكى بېسىمى بەك ئېغىر بولغاچقا كۈن بويى كۆڭلى پەرىشان ھالدا يۈرىدۇ 
data\F003_026.wav	ئەتىيازدا تىككەن ئاق مىخېلىيە دەرەخلىرى ناھايىتى تېز ئۆستى 
data\F003_027.wav	بىز ھوقۇقتىن بەھرىمەن بولۇپلا قالماي مەجبۇرىيەتنىمۇ ئۈستىمىزگە ئېلىشىمىز لازىم 
data\F003_028.wav	ئۇ چۆچۈگەن ھالدا يارىسى ئېغىرمۇ دەپ سورىدى 
data\F003_029.wav	بۇ ئابزاسنىڭ مەنىسى ئىككىنچى ئابزاس بىلەن ئوخشاش بولۇپ قاپتۇ 
data\F003_030.wav	جەڭگىۋارلىقنى كۈچەيتىش ئۈچۈن قوشۇنىمىزنى چوقۇم ساغلاملاشتۇرۇشىمىز لازىم 
data\F003_031.wav	ئىشىك تۈۋىدە ياتقان ھېلىقى ئادەم قاتتىق خورەك تارتاتتى 
data\F003_032.wav	پارتىيىنىڭ ئىسلاھات ئېچىۋېتىش سىياسىتى دۆلىتىمىزنىڭ ئىقتىسادىي قۇرۇلۇش تەرەققىياتىنى كۆپ تېزلەتتى 
data\F003_033.wav	ئۇ ئۆزلۈكىدىن ئۆگىنىپ ئىنگلىز تىلىدا ئۇنىۋېرسىتېتنىڭ مەخسۇس كۇرسىنى پۈتتۈرگەنلەر سەۋىيىسىگە يەتتى 
data\F003_034.wav	مەن يازلىق تەتىلدە تۇرپانغا بېرىپ ساياھەت قىلىشنى ئويلاۋاتىمەن 
data\F003_035.wav	بۈگۈن ئوقۇتقۇچى بىزنى باشلاپ قىزىلتاغ باغچىسىغا ئەترەت كۈنى پائالىيىتى ئۆتكۈزگىلى ئاپاردى 
data\F003_036.wav	بۈگۈن يازغۇچىلار شىنخۇا كىتابخانىسىدا ئوقۇرمەنلەر ئۈچۈن نەق مەيداندا ئىمزا قويۇپ كىتاب سېتىپ بېرىدۇ 
data\F003_037.wav	موما ئاستىراق مېڭىڭ يىقىلىپ چۈشۈشتىن پەخەس بۇلۇڭ 
data\F003_038.wav	مەن سىنىپ ھەيئىتى بولۇش رىقابىتىگە قاتىنىشپ ئاخىر سايلاندىم 
data\F003_039.wav	ئۇ ماتېرىيال يىغىشتا ئىنتايىن تەپسىلىي بولۇپ ئازغىنا نەرسە بولسىمۇ ئۆتكۈزۈۋەتمەيدۇ 
data\F003_040.wav	قاتمۇقات نېلۇپەر گۈلىنىڭ ئۇيەر بۇ يېرىدە ئاق چېچەكلەر زىننەتلەپ تۇراتتى 
data\F003_041.wav	ئۇ ئاددىي دۇكاننىڭ ئىشىك ئالدىغا زىننەتلەش ئۈچۈن بىر جۈپ تاش شىر قويۇلغانىدى 
data\F003_042.wav	سەن باشقىلارنىڭ نەرسىسىنى ئوغرىلاپ يېيىشكە پېتىنىپسەن بۇ نېمىدېگەن شەرمەندىچىلىك 
data\F003_043.wav	سەن يۈزۈڭنىڭ تۆكۈلۈشىدىن قورقماي خاتا ئىش قىلغان بىلەن مەن سەن ئۈچۈن خىجىل بولۇۋاتىمەن 
data\F003_045.wav	ئۇ بالا قارا نىيەتلەرنىڭ زىيانكەشلىكىگە ئۇچرىغاندىن كېيىن قۇتقۇزۇش ئۈنۈم بەرمەي بەختكە قارشى ئۆلۈپ كەتتى 
data\F003_046.wav	يالغۇز ئۆزۈم دېرىزە تۈۋىدە تولۇن ئايغا قاراپ يىراقتىكى دوستۇمنى ئەسلىدىم 
data\F003_047.wav	يېقىندا ئافرىقىدا يەنە بىر دۆلەت مۇستەقىللىق ئېلان قىلدى 
data\F003_048.wav	ئازادلىق ئارمىيە چاڭجىياڭ دەرياسىدىن ھەيۋەت بىلەن ئۆتۈپ نەنجىڭنى ئازاد قىلدى 
data\F003_049.wav	ئۇ يەلكەنلىك كېمە بىلەن تۈرلۈك تۈمەن مۈشكۈللەرنى يېڭىپ ئاخىر تىنچ ئوكياننى كېسىپ ئۆتتى 
data\F003_050.wav	باشقىلار ئىمتىھاندا ياخشى نەتىجىگە ئېرىشسە ئۇھامان كەمتەرلىك بىلەن ئۇلاردىن ئۆگىنىدۇ ھەرگىز ھەسەت قىلمايدۇ 
data\F003_051.wav	مۇشۇ نەچچە كۈندىن بېرى ئۇ ئۆزىنى مەندىن قاچۇرۇپلا يۈرۈۋاتىدۇ 
data\F003_052.wav	ئۇنىڭ ئوقۇتقۇچىغا بولغان مۇئامىلىسى تولىمۇ ناچار بولغانلىقىتىن كۆپچىلىكنىڭ ئەيىبلىشىگە ئۇچرىدى 
data\F003_053.wav	دۆلىتىمىزنىڭ قاتناش ئىشلىرى كۈندىن كۈنگە راۋاجلىنىۋاتىدۇ 
data\F003_054.wav	مەن ئۇنىڭ ئىمتىھاندا جىددىيلىشىپ قوللىرىنىڭ تىترەۋاتقانلىقىنى سەزدىم 
data\F003_055.wav	بىئاراملىقتىن ئۇنىڭ مىجەزى تولىمۇ قوپاللىشىپ كەتتى 
