data\F001_001.wav	biz nechche yil tirishish arqiliq bu qaqas yerni axiri munbet étizgha aylandurduq 
data\F001_038.wav	turmush shara’itimiz yaxshi bolghanda japa musheqqetke chidap addiy sadda ötüshtek shereplik en’enimizni yoqitip qoymasliqimiz lazim 
data\F001_039.wav	dalida charlash élip bériwatqan künlerde turmushimiz intayin japaliq boldi 
data\F001_041.wav	herqaysi tür musabiqiside yéngip chiqqanlar mukapatlandi 
data\F001_042.wav	biz heqiqetni emeliyettin izdeshke ezeldin ehmiyet bérip kelduq 
data\F001_043.wav	ular ikkisi bek qizghin mungdiship kétip derske kirish qongghuriqining chélin’ghanliqinimu anglimay qaptu 
data\F001_044.wav	télifondin qutquzush mashinisi téz dégen taqetsizlen’gen awaz keldi 
data\F001_045.wav	téxnik xadim bu eswabning éghish ehwalini chértyozhdiki chüshendürüsh boyiche ongshidi 
data\F001_046.wav	xataliq we’ongushsizliqlar bizge sawaq boldi shundaqla bizni zérekleshtürüwetti 
data\F001_048.wav	oyun qaltis oynalghachqa tamashibinlarning qizghin alqishigha érishti 
data\F001_049.wav	akam kompyutérgha puxta 
data\F001_050.wav	ming bir japa musheqqetni béshidin ötküzüsh arqiliq u axir muweppeqiyet qazandi 
data\F001_051.wav	biz özimizni kolléktipqa paydisiz ishni qilmasliq heqqide agahlandurup turshimiz lazim 
data\F001_052.wav	jisimlarning heriket haliti mutleq bolidu turghun haliti bolsa nispiy waqitliq bolidu 
data\F001_053.wav	xelq öz dahiysini söyidu 
data\F001_055.wav	uni tep tartmay mushundaq ishni qilidu dep hergiz oylimaptikenmen 
data\F001_056.wav	singlim oylimighan yerdin apamning so’aligha jawabmu bermestin öz béshimchiliq qilip kétip qaldi 
data\F001_057.wav	mektep derwazisi aldida nurghun adem toplashqanidi 
data\F001_058.wav	men sotsiyalistik chong a’ilide yashashni intayin bextlik ish dep bilimen 
data\F001_059.wav	apam méni bu yil yazliq tetilde ürümchige sayahetke aparmaqchi boldi 
data\F001_060.wav	déngiz yüzining otturiche égizlikini ölchem qilghan égizlik mutleq égizliktur 
data\F001_061.wav	sa’et mayatniki tekshi awaz chiqarmaqta 
data\F001_062.wav	sen bu ishni yaxshiraq oylan’ghin 
data\F001_063.wav	öyimizde bir omaq müshük baqtuq 
data\F001_064.wav	biz dölet ichi we sirtidiki ittipaqlishish imkaniyiti bolghanliki küchlerning hemmisi bilen ittipaqlishishimiz lazim 
data\F001_065.wav	ijtima’iy exlaqqa ri’aye qilmighan adem tolimu yirginchliktur 
data\F001_066.wav	oqutquchining qoli boshighanda andin sorayli 
data\F001_067.wav	bu qoralliq saqchi jengchisi tazimu bestlik iken 
data\F001_068.wav	biz partiye xelqqe semimiy sadaqetmen bolushimiz lazim 
data\F001_069.wav	u intayin yawash ezeldin bashqilar bilen jédelleshmeydu 
data\F001_070.wav	sen razi bolsangla boldi men azraq riyazet cheksemmu kari chaghliq 
data\F001_071.wav	bilim az azdin toplinidu 
data\F001_072.wav	u manga soghuqqina bir qarap qoydi 
data\F001_073.wav	tékistni baghlashturup oqush üzüldürmeslik kérek 
data\F001_074.wav	nenpu chong köwrüki xuangpujyangning sherqi bilen gherbini tutashturup turidu 
data\F002_001.wav	bu dez taxtayning otturisida iken 
data\F002_002.wav	zéminni qoyuq tuman qaplap héchnimini perq etkili bolmaytti 
data\F002_003.wav	özüng qilalaydighan ishni imkanqeder özüng ishle bashqilarni aware qilma 
data\F002_005.wav	gümürülgen lay tupraq tagh étikidiki tashyolni kömüwetti 
data\F002_006.wav	men yazliq tetilde matématikini qétirqinip ögenmekchimen 
data\F002_007.wav	bashqilarning telipini qandurup qiyinchiliqini hel qilip bérishmu köngüllük ishtur 
data\F002_008.wav	xéridarlargha ziyan yetküzidighan atalmish ésil mehsulatlar esliy ésil dep körsitilgen saxta mehsulatlar iken 
data\F002_009.wav	ilim pen xizmiti boyiche qédirip tekshürgüchiler insan ayighi basmighan qumluqqa xeterge qarimay ichkirilep kirdi 
data\F002_010.wav	oqutquchining bu sözliri köpchilikni ganggirashtin xalas qildi 
data\F002_011.wav	jinayetchilerning chirayliq gepliri salmaq zérek jama’et xewpsizliki saqchilirini qaymuqturalmaydu 
data\F002_012.wav	derya yüzini tuman qaplap ketkechke kémiler toxtashqa mejbur boldi 
data\F002_013.wav	birdemning ichide jahanni qara bulut qaplap yamghur chéleklep quyghandek töküwetti 
data\F002_014.wav	hösn tüzetkendin kéyin uning chirayi xéli yaxshi bolup qaldi 
data\F002_015.wav	yéngi dewrge qedem qoyghandin buyan wetinimizning qiyapitide intayin zor özgirishler boldi 
data\F002_016.wav	japaliq muhitta chéniqturushmu talant igilirini yétildürüshining bir xil yoli 
data\F002_017.wav	élandiki xetler tutuqliship kétiptu 
data\F002_018.wav	heq nahaqni hergiz arilashturuwetmeslik kérek 
data\F002_019.wav	uning oqi nishan’gha tegdi 
data\F002_020.wav	bizning öyge kélishing asan emes ikkimiz bügün obdan paranglishayli 
data\F002_021.wav	u adette tiriship öginidiken netijisining yaxshi bolushidin ejeblenmisekmu bolghudek 
data\F002_022.wav	kona jem’iyette emgekchi xelqning kün almiqi tes idi 
data\F002_023.wav	bu qétimqi sayahette kishide untulghusiz tesir qaldurghini heywetlik seddichin sépili boldi 
data\F002_024.wav	u sözide kishiler köngül bölüwatqan mezmun’gha bérip taqaldi 
data\F002_025.wav	bu xizmetni osman’gha tapshurayli u salmaq qabiliyetlik bu xizmetni choqum yaxshi ishliyeleydu 
data\F002_026.wav	jahan’girlarning tajawuzchiliqi junggo xelqning tajawuzchiliqqa qarshi ghezep otini tutashturdi 
data\F002_027.wav	saqchi kaltiki ésiwalghan charlash saqchiliri chong kochini kéche kündüz charlap yüridu 
data\F002_028.wav	méning ittipaqqa kirish iltimasim ittipaq komitéti teripidin testiqlandi 
data\F002_029.wav	bu zawut bek chette bolghachqa ishchi xizmetchilerning ishqa bérip kélishige tolimu qulaysiz iken 
data\F002_030.wav	birdem saqlang qoruma hazirla teyyar bolidu 
data\F002_031.wav	kelkündin kéyin deryada derex shaxliri lawa latqa we taxtaylar leylep yüretti 
data\F002_032.wav	uning jan pidaliq bilen xizmet qilish rohi menggü öginishimizge erziydu 
data\F002_033.wav	men adette chüshlük tamaqqa öyge barmaymen 
data\F002_034.wav	alaqidar kélishimlerni buzidighan ishlarni qilmighininglar yaxshi 
data\F002_035.wav	kéwez ghozisi pishqanda posti yérilidu 
data\F002_036.wav	ular otturisidiki dostane munasiwet shuningdin étibaren buzuldi 
data\F002_037.wav	weten we xelq yash ewladlardin intayin zor ümid kütmekte 
data\F002_038.wav	jang mu’ellim adette qattiq qoldek qilghan bilen emeliyette intayin aq köngül adem 
data\F002_039.wav	béliqning leyligüchige tayinip leylishi we chöküshi kishilerning su asti kémisini ijad qilishigha ilham bolghan 
data\F002_040.wav	lénin bir epchil chare bilen hesel herisi baqquchining öyini tézla tépiwaldi 
data\F002_041.wav	köl süyi süpsüzük bolup top top béliqlar uyaqtin buyaqqa üzüshüp yüridu 
data\F002_042.wav	men rehberliktin xizmetler heqqide da’im yolyoruq soraymen 
data\F002_043.wav	düshmen’ge bash egkenlik inqilabqa asiyliq qilghanliqtur 
data\F002_044.wav	kona sheher rayonini özgertishke xéli köp meblegh kemlik qilidu 
data\F002_045.wav	qizil armiye ademzatsiz keng otlaqta kétip baratti 
data\F002_046.wav	méning taqitim cheklik 
data\F002_047.wav	mu’ellim bizge tazliq wezipisi orunlashturdi 
data\F002_048.wav	zawut bashliqi meshghulat waqtini öz aldigha özgertmeslik kéreklikini qayta qayta tekitlidi 
data\F002_049.wav	sey tuzsizraq bolsun tüzni azraq salghin 
data\F002_050.wav	bu bir yürüsh yéngi kiyimni kiyishke momamning közi qiymay keldi 
data\F002_051.wav	uning yurtigha chongqur muhebbiti bar 
data\F002_052.wav	küreshning chongqurlishishigha egiship muqerrer halda nurghunlighan yéngi ziddiyetler barliqqa kélidu 
data\F002_053.wav	mu’ellim bu mesile heqqide chongqur tehlil yürgüzdi 
data\F002_054.wav	ot chöplerdiki shebnem tamchiliri puchqaqlirimni höl qiliwetti 
data\F002_055.wav	bu bir meydan putbol musabiqiside a komanda utturup qoydi 
data\F002_057.wav	tenterbiye oqutquchisi qosh tornikta putni ikki yaqqa kérip olturush herikitidin ülge körsetti 
data\F002_058.wav	siler pakitn otturigha qoyushunglar dawli sözlishinglar lazim 
data\F002_059.wav	qerz bergen pulni yanduruwélish kérek 
data\F002_060.wav	oqutquchi öz pikride yéniwaldi 
data\F002_061.wav	héliqi yaymichi da’im neyreng ishlitip xéridarlarni aldaydu 
data\F003_001.wav	bu généralni jengchiler bek hörmetleydu 
data\F003_002.wav	hemmimiz ashliqni qedirleyli 
data\F003_003.wav	junggo xelqi tötni zamaniwilashturush nishanigha qarap merdanilik bilen algha basmaqta 
data\F003_004.wav	uning yol mangghanda xuddi etrapida adem yoqtek kökrikini kérip chong qedem tashlap mangidighan aditi bar 
data\F003_005.wav	bu guruppida öz’ara yardem bérish bir xil keypiyatqa aylandi 
data\F003_006.wav	bu qoy padisini ular jénidinmu eziz köridu 
data\F003_007.wav	ustaz hünirini qilche élip qalmay shagirtigha ögitip qoydi 
data\F003_008.wav	wetenni qoghdash herbir puqraning muqeddes burchi 
data\F003_009.wav	tekshürüsh guruppisining chongqurlap tekshürüshi bilen uning etkeschilik qilmishi üzül késil pash qilindi 
data\F003_010.wav	iradisiz ademning kesipte zor muweppeqiyet qazinishi mumkin emes 
data\F003_011.wav	qar qélin yéghip yéza chighir yolini kömüwetkechke yolni perq etmek intayin tes bolup qaldi 
data\F003_013.wav	qoshnilarning yol yürüshige qulayliq bolushi üchün u ishik tüwidiki chirighini künde kechte yandurup qoydi 
data\F003_014.wav	biz merkiziy xelq radi’o istansisi anglatqan xewerlerni her küni anglaymiz 
data\F003_015.wav	azadliqtin ilgiri ularning a’ilisi poméshchikning ékspilatatsiye qilishining derdini yetküche tartqan 
data\F003_016.wav	u weten üchün xelq üchün öchmes töhpe yaratti 
data\F003_017.wav	qiyasimche u bügün kelmeydu 
data\F003_018.wav	dölet bayrimini qarshi élish üchün hörmet qarawuli etritidikiler köp qétim meshq qildi 
data\F003_019.wav	u layihilesh élip barghanda haman özi inchikilik bilen ölcheydu we hésablaydu 
data\F003_020.wav	bu oghrilar kündüzi pilanlap kéchisi oghriliq qilidu 
data\F003_021.wav	a’ilimizning a’ilenglerge bolghan ademgerchilik qerzini ömür boyi qayturup bolalmaymiz 
data\F003_022.wav	men da’im baghchigha bérip beden chéniqturimen 
data\F003_023.wav	bashqilarni mesxire qilish we bashqilargha tene gep qilish uning eng chong kemchilikidur 
data\F003_024.wav	u bizning tonushturushimizni anglighandin kéyin jimip ketti 
data\F003_025.wav	uning idiye jehettiki bésimi bek éghir bolghachqa kün boyi köngli perishan halda yüridu 
data\F003_026.wav	etiyazda tikken aq mixéliye derexliri nahayiti téz östi 
data\F003_027.wav	biz hoquqtin behrimen bolupla qalmay mejburiyetnimu üstimizge élishimiz lazim 
data\F003_028.wav	u chöchügen halda yarisi éghirmu dep soridi 
data\F003_029.wav	bu abzasning menisi ikkinchi abzas bilen oxshash bolup qaptu 
data\F003_030.wav	jenggiwarliqni kücheytish üchün qoshunimizni choqum saghlamlashturushimiz lazim 
data\F003_031.wav	ishik tüwide yatqan héliqi adem qattiq xorek tartatti 
data\F003_032.wav	partiyining islahat échiwétish siyasiti dölitimizning iqtisadiy qurulush tereqqiyatini köp tézletti 
data\F003_033.wav	u özlükidin öginip in’gliz tilida uniwérsitétning mexsus kursini püttürgenler sewiyisige yetti 
data\F003_034.wav	men yazliq tetilde turpan’gha bérip sayahet qilishni oylawatimen 
data\F003_035.wav	bügün oqutquchi bizni bashlap qiziltagh baghchisigha etret küni pa’aliyiti ötküzgili apardi 
data\F003_036.wav	bügün yazghuchilar shinxua kitabxanisida oqurmenler üchün neq meydanda imza qoyup kitab sétip béridu 
data\F003_037.wav	moma astiraq ménging yiqilip chüshüshtin pexes bulung 
data\F003_038.wav	men sinip hey’iti bolush riqabitige qatinishp axir saylandim 
data\F003_039.wav	u matériyal yighishta intayin tepsiliy bolup azghina nerse bolsimu ötküzüwetmeydu 
data\F003_040.wav	qatmuqat néluper gülining uyer bu yéride aq chéchekler zinnetlep turatti 
data\F003_041.wav	u addiy dukanning ishik aldigha zinnetlesh üchün bir jüp tash shir qoyulghanidi 
data\F003_042.wav	sen bashqilarning nersisini oghrilap yéyishke pétinipsen bu némidégen shermendichilik 
data\F003_043.wav	sen yüzüngning tökülüshidin qorqmay xata ish qilghan bilen men sen üchün xijil boluwatimen 
data\F003_045.wav	u bala qara niyetlerning ziyankeshlikige uchrighandin kéyin qutquzush ünüm bermey bextke qarshi ölüp ketti 
data\F003_046.wav	yalghuz özüm dérize tüwide tolun aygha qarap yiraqtiki dostumni eslidim 
data\F003_047.wav	yéqinda afriqida yene bir dölet musteqilliq élan qildi 
data\F003_048.wav	azadliq armiye changjiyang deryasidin heywet bilen ötüp nenjingni azad qildi 
data\F003_049.wav	u yelkenlik kéme bilen türlük tümen müshküllerni yéngip axir tinch okyanni késip ötti 
data\F003_050.wav	bashqilar imtihanda yaxshi netijige érishse uhaman kemterlik bilen ulardin öginidu hergiz heset qilmaydu 
data\F003_051.wav	mushu nechche kündin béri u özini mendin qachurupla yürüwatidu 
data\F003_052.wav	uning oqutquchigha bolghan mu’amilisi tolimu nachar bolghanliqitin köpchilikning eyiblishige uchridi 
data\F003_053.wav	dölitimizning qatnash ishliri kündin kün’ge rawajliniwatidu 
data\F003_054.wav	men uning imtihanda jiddiyliship qollirining titrewatqanliqini sezdim 
data\F003_055.wav	bi’aramliqtin uning mijezi tolimu qopalliship ketti 
data\F003_057.wav	bu ademning uyaq buyaqni timisqilap yürgen ghelite turqidin qarighanda intayin gumanliqtek körünidu 
data\F003_058.wav	changjiyang déltisigha kiridighan da’ire nahayiti keng 
data\F003_059.wav	düshmenning ushtumtut hujum qilishidin saqlinish üchün ammini derhal yötkep chiqip kétishimiz lazim 
data\F003_060.wav	bu bir meydan putbol musabiqisi axirlashqandila méning jiddiylishishimmu peseydi 
data\F003_061.wav	bu baligha köprek köngül bölüp qoyarsiz 
data\F003_062.wav	dölitimizning herqaysi jaylirida nopusning jaylishish ehwali oxshashmaydu 
data\F003_063.wav	chong kichik su ambarliri wetinimizning zéminigha xuddi sansizlighan yultuzlardek tarqalghan 
data\F003_064.wav	düshmenning tashyol boylap qachqini éniq téz qoghlayli 
data\F003_065.wav	bek chéchilmay yéqinraq olturunglar 
data\F003_066.wav	düshmenning ushtumtut hujum qilish suyiqesti üzül késil berbat boldi 
data\F003_067.wav	qizil armiye düshmenning üch qétimliq hujumini tarmar qildi 
data\F003_068.wav	men pi’onérlar etritige qatnashqanda kommunizm ishliri üchün küresh qilimen dep qesemyad qildim 
data\F003_069.wav	bu qétimqi boran chapqun döletning mal mülkini éghir ziyan’gha uchratti 
data\F003_070.wav	muresse qilish arqiliq bir meydan malimanchiliq bésiqturuldi 
data\F003_071.wav	xangjudiki shixu kölining menzirisi sürettek güzel paniy dunyadiki jennet dégen nami bar 
data\F003_072.wav	qandaqla dégenbilen xataliqingdin téniwalalmaysen 
data\F003_074.wav	ötken ishlar yene köz aldimgha keldi 
data\F003_075.wav	yémeklik tazilqigha diqqet qilishimiz buzulghan süpiti özgergen yémekliklerni hergiz yémeslikimiz lazim 
data\F003_077.wav	qomandanliq shtabi eslidiki urush pilanini özger 
data\F004_001.wav	yillarning ötüshi bilen ademmu qériydiken hazir apamning chachliri pütünley aqirip ketti 
data\F004_002.wav	u bir tüz köngül semimiy sadiq adem 
data\F004_003.wav	bu tékistning artuqchiliqi sözining rawanliqida 
data\F004_004.wav	bu maqale shyaw wang teminligen matériyalgha tayinip yézildi 
data\F004_005.wav	anam manga künlükni untup qalmasliqimni eskertti 
data\F004_006.wav	u köyün’gen halda ten salametlikingge diqqet qilghin dédi 
data\F004_007.wav	law lining doklatida pikir rawan bolghachqa kishini bek jelp qilidu 
data\F004_008.wav	oqutquchi bir mehel oylan’ghandin kéyin axir bizning telipimizee qoshuldi 
data\F004_009.wav	u chong xada tash derya yüzide choqchiyip chiqip turatti 
data\F004_010.wav	yérim yildin buyan bir a’ile kishiliri jem bolup bir wax tamaq yéyishimizmu kem boldi 
data\F004_011.wav	ölgen qayta tirilmeydu axiretlik ishlirini jayida birterep qilghininglar tüzük 
data\F004_012.wav	séning bu sözüng heqiqiy ehwalini pütünley burmiliwetti 
data\F004_013.wav	qurulush tamamlan’ghandin kéyin yuqiri derijilik tarmaqlar kélip tekshürüp ötküzüwalidu 
data\F004_014.wav	bultur zawutimiz pütün yilliq ishlepchiqirish wezipisini mudettin bir ay burun tamamlidi 
data\F004_016.wav	mushundaq xewplik peytte shopur jiddiy tormuz qilip mashina weyran bolup admler talapetke uchrash weqesining aldini élip qaldi 
data\F004_017.wav	égizlikte meshghulat qilghanda bixeterlik tasmisini baghlimisa heqiqetenmu xeterlik bolidu 
data\F004_018.wav	trénérning sözliri tenheriketchilerning keypiyatini ünümlük turaqlashturdi 
data\F004_019.wav	pikri bir yerdin chiqqachqa ikki terep toxtamgha nahayiti téz imza qoydi 
data\F004_020.wav	xelq ammisi pütmes tügimes küchge ige 
data\F004_021.wav	sa’etning herkünlük xataliq perqi on nechche minutqa yétidu 
data\F004_022.wav	tenheriket komandisikiler her yili hawa shalang égizlikke bérip sapa meshiqi élip baridu 
data\F004_023.wav	suyuq umash bilen azraq chilighan sey uning etigenlik nashtisi idi 
data\F004_024.wav	shakichik omaq tétik bolup kishining amraqliqi kélidu 
data\F004_025.wav	bu kiyimning rexti sélinip turidu renggi ochuq pasoni yéngi 
data\F004_027.wav	öydin ayrilghinimgha qanche uzun bolsa yurtni shunche séghinidikenmen 
data\F004_028.wav	ikki terepning uchrishishi semimiy bolghachqa uqushmasliqlar axir tügitildi 
data\F004_030.wav	men bowamgha sowgha qilish üchün shimaning alahide mehsulatliridin sétiwaldim 
data\F004_031.wav	köpchilik hemmeylen uninggha ishinidu we uni himaye qilidu 
data\F004_032.wav	bu nersining sheklini bir qeghezge sizip bergin 
data\F004_033.wav	shir we yolwas hemmisi yirtquch haywandur 
data\F004_034.wav	mektep rehberliri bu yilliq xizmet pilanini tüzetmekte 
data\F004_035.wav	herqaysi tarmaqlar otturigha qoyghan tekliplerge bina’en pilan’gha yene bir qétim tüzitish kirgüzduq 
data\F004_036.wav	ammining éhtiyajini chiqish qilish bizning xizmetlirimizdiki izchil dawamlshturuluwatqan yétekchi idiyidur 
data\F004_037.wav	sanlarni saxta melum qilip rehberlikning ishenchisige érishwélish bir xil natoghra istildur 
data\F004_038.wav	resmiy bélet tashlap saylashtin ilgiri köpchilik namzatlar isimlikini yene bir qétim muzakire qildi 
data\F004_039.wav	qisimda eskerler heryili emeliy urush telipi boyiche meshq qildurulidu 
data\F004_040.wav	dadam bügün manga intayin keskin pozitsiye tutti 
data\F004_042.wav	kochidiki né’on chiraghlarning renggarek nurliri közni chaqnatti 
data\F004_044.wav	u oqutquchining ögetkini boyiche sinap baqqanidi derweqe muweppeqiyet qazandi 
data\F004_045.wav	maqalining yaxshi yamanliqi xetning köp azliqi bilen mu’eyyen baghlinishliqi yoq 
data\F004_046.wav	partiyining ishliri üchün hayatimni teqdim qilsammu qilche epsuslanmaymen 
data\F004_047.wav	shu waqitta némilerni déyishkinimizni alliqachan untup qaptimen 
data\F004_048.wav	bu tuyuqsiz özgirishtin pütün meydandiki tamashibinlar tasadipiyliq hés qildi 
data\F004_049.wav	udulimizda kéliwatqan bu ademning qiyapiti intayin normalsiz körünidu 
data\F004_050.wav	yer’asti öyi qarangghu hem zey 
data\F004_051.wav	uning sözliri olturghanlar arisida keskin munazire qozghiwetti 
data\F004_052.wav	men yuqirining qollan’ghan tedbirini qollaymen 
data\F004_053.wav	u köpchilikni toluq jasaretke kélip bu taghdin artilip ötüshke righbetlendürdi 
data\F004_054.wav	yashliq naxshisi munewwer edebiy eserdur 
data\F004_055.wav	uning hayat chéghidiki dostlirimu kélip teziye yighnigha qatnashti 
data\F004_056.wav	u ikkisining epliship qalghanliqi heqiqetenmu qana’etlinerlik axirlishish boldi 
data\F004_057.wav	uning ayropilan kütküchisi bolush tiliki axir emelge ashti 
data\F004_058.wav	bu töpilik méwe derixi östürüshke muwapiq kélidu 
data\F004_059.wav	men axiri aliy mektepke öttüm bu tamamen oqutquchimning köngül qoyup terbiyilishidin boldi 
data\F004_061.wav	alqish sadaliri ichide u xudini yoqatqandek boldi 
data\F004_063.wav	kelgüsige nezer tashlisaq ishenchimiz tolup tashidu 
data\F004_064.wav	bu qézilma yadikarliq intayin qimmetlik 
data\F004_065.wav	bu dangliq yash artisning oghri bolup chiqishi kishini heyran qalduridu 
data\F004_066.wav	uning pochérkisi intayin tekshi 
data\F004_067.wav	bir türküm bibaha etiwarliq qushlar qutquzuwélindi 
data\F004_068.wav	u muzika etritimizning dirizhori 
data\F004_069.wav	altun zenjir nurghunlighan ayallarning zinnet buyumi bolup qaldi 
data\F004_070.wav	partiye dölet rehberliri heywetlik tiyen’enmén munbirige chiqti 
data\F004_071.wav	bu qétimqi imtihan chingraq bolidu idiyenglerde teyyarliq bolsun 
data\F004_072.wav	u gürüchtiki ushshaq tashlarni köngül qoyup térip chiqti 
data\F004_073.wav	déhqanlar warqirap balilarning étizdin qara chéketke tutushini tosmaqta 
data\F004_074.wav	u ottuz yil ilgiri özini oqutqan sün mu’ellimge hörmet bilen chongqur tezim qildi 
data\F004_075.wav	doxturlar etrapingda perwanidek aylinip yürüptu 
data\F004_076.wav	tamaqtin burun téz mangsa qandiki may miqtari töwenleydu 
data\F005_001.wav	ghulja shehiridiki üch xususiy ichimlik zawuti péchetlendi 
data\F005_002.wav	ilyas ders waqtida mu’ellimning sözige da’im qoshuq sélip tertipni buzidu 
data\F005_003.wav	u tughma sepra mijez bolup héchkimning gépini anglimaydu 
data\F005_005.wav	qanche köp yazsaqmu uning on mingdin birini teswirlep bolalmaymiz 
data\F005_006.wav	ular otturisidiki dostane munasiwet shuningdin étibaren buzuldi 
data\F005_007.wav	su téjesh tedbirliri arqiliq ichki yoshurun küchni qézishqa bolidu 
data\F005_008.wav	oblastimiz yerlik zapas ashliqni merkezleshtürüp bashquridu 
data\F005_009.wav	bu yéza aqiwette chong yighinda tenqidlinip jerimane töligen 
data\F005_010.wav	méyi köp yémekliklerdin imkan bar perhiz tutush kérek 
data\F005_011.wav	kélerki hepte hawa témpraturisi nöl gradusqa chüshidu 
data\F005_012.wav	ularning güzel kelgüsige tolup tashqan ishenchsi bar 
data\F005_013.wav	réstoran kishilerni özige magnittek tartmaqta 
data\F005_014.wav	ulargha pul bergendimu hergiz pixsiqliq qilmaydiken 
data\F006_001.wav	shotini buzghan tanisi qizni buzghan anisi dep ussullirimizni buzuwatqan hazirqi güpür güpürleng naxsha muzikilirimizgha shundaq muzikilarni ijad qiliwatqan kompizoturlirimizgha échinmay turalmaymen 
data\F006_002.wav	uning natsistlar ishghaliyitidiki rowno rayonidiki qehrimanliq ish izliri nahayiti köp bolup némischini nahayiti rawan sözligenliktin ustiliq bilen gérmaniye armiyisining génirali boluwalghanidi 
data\F006_003.wav	mehmudxan özining dölet chégrisini windxiye tagh tizmilirighiche kéngeytken uning sherqiy teripi bondélxandgha gherp teripi gujrat musulman padishahliqigha tutashqan 
data\F006_005.wav	otturida toshqan siyaqida niqablan’ghan uzun quyruqluq bir adem ussul kaltikini tutup qizqchiliq qiliwatqan uning ong teripide biri shir biri uzun quyruqluq haywan siyaqida niqablan’ghan ikki adem uning bir putigha ésilip asman ilahidin yamghur tilewatqan qiyapette ussul oynawatqan idi 
data\F006_006.wav	mushu toqquzinchi aydin bashlap junggo hindistan chégrisidiki amérika hawa armiyisining on üchinchi we on tötinchi qisimlirini ishqa sélip gomindangning xunen guangshilardiki armiyisini nenjing tyenjin béypinglargha toshushni bashliwetti 
